age,country,music_style,favorite_artists,have_music_degree,track_memorized
20-29,Taiwan,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂","Bruno Mars, Boyce Avenue, GEM",no,"-1,0,-1,1,-1,1,0,1,0,0,1,1,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,0,0,0,-1,1,1,-1,0,0,0,0,0,-1,0,0,1,0,1,-1,-1,0,-1,1,0,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,-1,-1,1,0,-1,1,0,0,1,0,-1,1,1,-1,0,1,0,1,-1,-1,1,-1,1,0,-1,1,-1,1,-1,0,0,0,1,1,0,-1,1,0,0,0,-1,1,-1,1,-1,-1,-1,1,1,0,1,-1,1,1,-1,-1,1,-1,0,0,0,0,-1,0,0,-1,0,0,1,-1,1,0,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,0,0,-1,0,0,0,0,1,1,0,-1,0,1,0,-1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,1,-1,1,0,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,0,1,-1,1,0,0,1,0,-1,1,0,-1,1,-1,0,-1,1,0"
20-29,台灣,"Pop 流行樂, R & B / Soul 節奏藍調／靈魂樂",蔡健雅、鄭興、AJ mitchell,no,"-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1"
20-29,Indonesia,"Pop 流行樂, Classical 古典樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, Religious 宗教音樂","Maroon 5, Ariana Grande, Bruno Mars",no,"-1,1,-1,1,-1,1,-1,-1,0,1,1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,1,-1,0,1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,0,0,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,0,0,1,0,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1"
20-29,中華民國,"Pop 流行樂, Classical 古典樂",周深、華晨宇、拉赫曼尼諾夫,no,"1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,1,1,1,-1,1,-1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,0,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,0,-1,0,-1,1,1,0,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1"
20-29,臺灣,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂",魚丁糸 蔡健雅 王以太,no,"-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,1,-1,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,0,0,-1,1,-1,0,-1,-1,0,0,-1,0,-1,1,0,-1,-1,0,-1,0,1,1,1,-1,1,0,-1,0,-1,-1,-1,0,-1,1,1,1,0,-1,1,-1,1,0,0,1,0,0,1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,1,-1,0,-1,0,1,0,-1,1,-1,-1,-1,0,0,-1,1,0,1,0,-1,-1,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,-1,1,1,1,0,1,0,1,0,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,-1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,-1,0,-1,-1,0,0,1,1,0,0,0,1,-1"
20-29,台灣,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂",IU、茄子蛋 、韋禮安,no,"-1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,-1,0,-1,1,1,0,0,-1,1,-1,1,0,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,0,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,0,-1,1,0,0,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,0,1,-1,0,1,0,1,1,0,1,1,1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,1,-1,0,1,-1,-1,1,-1,0,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,0,1,1,-1,1,-1,0,-1,1,0,-1,1,1,1,1,1,1,1"
20-29,台灣,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Hip-hop / Rap 嘻哈樂／饒舌樂, R & B / Soul 節奏藍調／靈魂樂",julia吳卓源、ozi、Lauv,no,"-1,0,0,1,-1,-1,1,1,-1,1,1,0,-1,1,-1,-1,-1,0,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,1,0,1,-1,0,1,1,0,-1,-1,1,1,1,1,1,0,0,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,0,1,-1,0,-1,-1,0,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,1,-1,0,-1,1,0,1,0,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,0,-1,1,-1,1,0,1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0,1,-1,1,-1,0,0,-1,1,-1,0,-1,1,1,-1,1,-1,-1,-1,1,0,-1,1,-1,1,1,1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,0,1,-1,1,-1,0,-1,-1,-1,0,1,-1,1,1,-1,0,1,1"
20-29,Taiwan,"Pop 流行樂, Hip-hop / Rap 嘻哈樂／饒舌樂","瘦子Eso, TXT, Aespa",no,"-1,1,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,0,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,0,0,1,1,0,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,-1,1,1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,1,1,-1,-1,1,1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,1,-1,0,1,0,-1,1,0,1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,0,0,1,-1,1,0,-1,-1,-1,1"
20-29,Taiwan,Pop 流行樂,Lisa/Aimer/佐佐木惠梨,no,"0,-1,0,1,1,-1,0,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,1,0,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,0,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,0,1,-1,1,0,-1,-1,1,-1,0,0,-1,-1,-1,0,0,1,1,1,1,-1,1,0,0,0,1,-1,-1,-1,-1,0,1,0,0,1,-1,0,1,1,1,0,1,-1,1,1,0,-1,1,0,0,-1,1,0,1,1,0,-1,0,-1,-1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,0,1,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,1,0,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,1"
20-29,中華民國,"Pop 流行樂, Classical 古典樂, Indie Rock 獨立音樂",五月天 八三夭 徐嘉瑩,no,"-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,0,-1,0,-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,-1,0,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,0,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,0,1,-1,-1,0,1,-1,0,-1,1,0,-1,0,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,0,0,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,0,-1,-1,1,1,-1,1,1,1,0,-1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,-1,1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1"
20-29,台灣,"Pop 流行樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂",林宥嘉  告五人  蘇打綠,no,"-1,0,-1,1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,0,1,0,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,0,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,0,-1,-1,-1,1,1,1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1"
20-29,台灣,"Pop 流行樂, Indie Rock 獨立音樂, Jazz/Blues 爵士樂／藍調",四分衛 宋冬野 黃明志 ,no,"-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,1,0,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,0,-1,1,1,1,1,0,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,-1,1,-1,-1,1,1,-1,0,-1,1"
20-29,Kazakhstan,"Pop 流行樂, Folk / Country 民歌／鄉村歌曲, Classical 古典樂, Electronic Dance Music (EDM) 電音, Hip-hop / Rap 嘻哈樂／饒舌樂, Indie Rock 獨立音樂, R & B / Soul 節奏藍調／靈魂樂, Rock 搖滾音樂","Eminem, Rag'n'Bone Man, Big Heath",no,"1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,1,1,-1,0,0,-1,1,1,-1,1,0,-1,0,1,-1,-1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,0,1,-1,1,1,1,-1,0,1,1,-1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,-1,1,-1,0,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,0,-1,0,-1,-1,1,-1,-1,1,0,-1,1,-1,0"
30-39,中華民國,"Pop 流行樂, Classical 古典樂",BTS/NSO/Maxim Vengerov,yes,"-1,-1,0,1,0,-1,-1,1,0,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,-1,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,0,-1,-1,0,1,-1,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,1,1,-1,0,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1"
